,fatherwords,motherwords,lwords,gendre,1
264651491,0,0,0,-0.13,1.0
264662043,0,0,0,0.0,1.0
264687042,0,0,0,0.67,1.0
264805125,0,0,0,-1.0,-1.0
264884469,0,0,0,0.0,1.0
264901662,0,0,0,-0.9,1.0
264903844,0,0,0,1.0,1.0
264921409,0,0,0,0.5,1.0
265012487,0,0,0,0.98,1.0
265052199,0,0,0,-1.0,-1.0
265056141,0,0,0,-0.49,-1.0
265111861,0,0,0,-0.13,-1.0
265176916,0,0,0,0.0,-1.0
265236332,0,0,0,0.71,-1.0
265296394,1,0,0,0.97,-1.0
265342464,0,0,0,0.99,1.0
265429756,0,0,0,-1.0,-1.0
265514718,0,0,0,0.43,-1.0
265600772,0,0,0,0.3,1.0
265609315,0,0,0,-0.18,1.0
265612512,0,0,0,-0.5,1.0
265633692,0,0,0,-0.99,-1.0
265669864,0,0,0,0.73,1.0
265693947,0,0,0,0.43,1.0
265815592,0,1,0,1.0,1.0
265829322,0,0,0,0.13,1.0
265861267,0,0,0,-0.99,-1.0
265943183,0,0,0,-0.97,-1.0
265993987,0,0,0,-0.38,1.0
266101354,0,0,0,-0.38,1.0
266128098,0,0,0,-1.0,-1.0
266148383,0,0,0,1.0,1.0
266191445,0,0,0,-0.11,-1.0
266203703,0,0,0,-0.5,1.0
266236231,0,0,0,1.0,1.0
266246715,0,0,0,0.13,-1.0
266276184,0,0,0,0.13,1.0
266293582,0,0,0,-1.0,1.0
266304278,0,0,0,-1.0,-1.0
266360790,0,0,0,-0.85,-1.0
266362204,0,0,0,-0.13,-1.0
266376888,0,0,0,0.47,1.0
266387473,0,0,0,-0.13,-1.0
266547886,0,0,0,0.5,1.0
266593048,0,0,0,-0.65,-1.0
266666857,0,0,0,-0.13,1.0
266696256,0,0,0,-1.0,-1.0
266706831,0,0,0,0.71,1.0
266711488,0,0,0,-1.0,-1.0
266747638,0,0,0,0.55,1.0
266751588,0,0,0,,1.0
266800462,0,0,0,-1.0,1.0
266806401,0,0,0,-0.13,1.0
266848730,0,0,0,1.0,1.0
266865003,0,0,0,-0.13,1.0
266981936,0,0,0,0.66,1.0
266998429,0,0,0,0.87,1.0
267101755,0,0,0,-0.13,-1.0
267180934,0,0,0,0.13,1.0
267194705,0,0,0,1.0,1.0
267200042,0,0,0,0.99,1.0
267247787,0,0,0,-0.13,-1.0
267318738,0,0,0,0.5,1.0
267327720,0,0,0,1.0,1.0
267356231,0,0,0,-1.0,-1.0
267452803,0,0,0,-0.96,-1.0
267529242,0,0,0,-1.0,-1.0
267612979,0,0,0,0.13,1.0
267754699,0,0,0,0.13,-1.0
267759484,0,0,0,-1.0,1.0
267760906,0,0,0,-0.13,-1.0
267819155,0,0,0,-0.99,-1.0
267860282,0,0,0,1.0,1.0
267899011,0,0,0,1.0,1.0
267949847,0,0,0,0.0,-1.0
268028419,0,0,0,0.98,1.0
268121580,0,0,0,-0.99,-1.0
268224369,0,0,0,1.0,1.0
268244206,0,0,0,-0.99,1.0
268247284,0,0,0,0.49,1.0
268277799,0,0,0,-1.0,-1.0
268331445,0,0,0,-0.49,-1.0
268339702,0,0,0,0.13,-1.0
268342726,0,0,0,0.0,1.0
268411978,0,0,0,-0.13,1.0
268420555,0,0,0,-0.99,-1.0
268474340,0,0,0,-0.99,1.0
268477994,0,0,0,0.88,1.0
268481520,0,0,0,-0.45,-1.0
268553873,0,0,0,-1.0,-1.0
268585297,0,0,0,-0.99,-1.0
268663745,0,0,0,0.71,1.0
268673944,0,0,0,0.0,1.0
268695100,0,0,0,-0.13,-1.0
268719418,0,0,0,1.0,1.0
268720911,0,0,0,0.5,1.0
268751782,0,0,0,-0.5,-1.0
268765733,0,0,0,1.0,1.0
268829213,0,0,0,0.0,-1.0
268832794,0,0,0,0.0,1.0
268849475,0,0,0,0.13,1.0
268860800,0,0,0,-0.99,-1.0
268927482,0,0,0,-1.0,1.0
268942843,0,0,0,-0.3,-1.0
269042072,0,0,0,1.0,1.0
269085843,0,0,0,0.97,1.0
269141968,0,0,0,-0.13,1.0
269195936,0,0,0,1.0,1.0
269241471,0,0,0,-0.94,1.0
269273010,0,0,0,1.0,1.0
269332677,0,0,0,0.9,1.0
269349485,0,0,0,0.97,1.0
269376414,0,0,0,-0.13,-1.0
269385744,0,0,0,-0.5,-1.0
269387944,0,0,0,0.98,1.0
269397646,0,0,0,0.99,1.0
269412514,0,0,0,-0.85,-1.0
269492897,0,0,0,-0.13,-1.0
269524197,0,0,0,0.74,1.0
269564283,0,0,0,-0.58,-1.0
269586581,0,0,0,0.41,-1.0
269595978,0,1,0,0.13,1.0
269621878,0,0,0,-1.0,-1.0
269675767,0,0,0,-0.29,1.0
269778436,0,0,0,-1.0,-1.0
269864573,0,0,0,1.0,1.0
269902046,0,0,0,,-1.0
269935001,0,0,0,1.0,1.0
269971701,0,0,0,-0.99,-1.0
270091230,0,0,0,0.13,1.0
270121964,0,0,0,1.0,1.0
270147709,0,0,0,0.13,1.0
270153298,0,0,0,-0.99,-1.0
270188108,0,0,0,-0.73,-1.0
270189916,0,0,0,0.13,1.0
270287537,0,0,0,1.0,1.0
270319079,0,0,0,-0.13,-1.0
270325491,0,0,0,-0.5,-1.0
270367340,0,0,0,1.0,1.0
270370692,0,0,0,-0.13,1.0
270411611,0,0,0,-0.13,1.0
270431172,0,0,0,1.0,1.0
270467119,0,0,0,0.5,1.0
270471772,0,0,0,-0.5,-1.0
270474351,0,0,0,1.0,1.0
270493821,0,0,0,-0.99,-1.0
270506029,0,0,0,1.0,1.0
270514475,0,0,0,-0.42,-1.0
270564273,0,0,0,-0.13,1.0
270572147,0,0,0,1.0,1.0
270592472,0,0,0,1.0,1.0
270667605,0,0,0,-0.75,1.0
270677829,0,0,0,1.0,1.0
270687049,0,0,0,-0.13,1.0
270709464,0,0,0,-0.99,-1.0
270721940,0,0,0,-0.13,-1.0
270805076,0,0,0,0.13,1.0
271012221,0,0,0,0.13,1.0
271074207,0,0,0,0.5,1.0
271105168,0,0,0,-0.42,-1.0
271143394,0,0,0,0.5,1.0
271173470,0,0,0,-0.13,1.0
271182539,0,0,0,-0.5,-1.0
271263471,0,0,0,-0.13,1.0
271293226,0,0,0,0.28,1.0
271393448,0,0,0,0.93,1.0
271454589,0,0,0,-0.13,-1.0
271456866,0,0,0,0.77,1.0
271511765,0,0,0,-0.98,-1.0
271577561,0,0,0,,1.0
271591744,0,0,0,0.5,1.0
271601530,0,0,0,-0.57,1.0
271610419,0,0,0,-0.5,-1.0
271627933,0,0,0,1.0,1.0
271646054,0,0,0,-0.99,-1.0
271699688,0,0,0,0.13,1.0
271707596,0,0,0,0.74,1.0
271733477,0,0,0,0.49,1.0
271759086,0,0,0,0.13,1.0
271880584,0,0,0,0.13,1.0
271966808,0,0,0,-0.13,1.0
272067375,0,0,0,0.13,-1.0
272069038,0,0,0,-0.56,1.0
272098264,0,0,0,0.0,1.0
272140305,0,0,0,1.0,1.0
272205129,0,0,0,0.99,1.0
272210765,0,0,0,0.38,1.0
272232807,0,0,0,0.13,1.0
272243864,0,0,0,0.13,1.0
272382932,0,0,0,-1.0,-1.0
272441757,0,0,0,0.14,-1.0
272479631,0,0,0,1.0,1.0
272506897,0,0,0,-0.5,-1.0
272526291,0,0,0,-1.0,1.0
272612339,0,0,0,-1.0,-1.0
272619195,0,0,0,1.0,1.0
272630605,0,0,0,-1.0,-1.0
272645457,0,0,0,0.4,1.0
272648076,0,0,0,1.0,1.0
272697086,0,0,0,-0.13,1.0
272739437,0,0,0,-1.0,1.0
272773128,0,0,0,-0.13,1.0
272808421,0,0,0,1.0,1.0
272913279,0,0,0,-0.13,1.0
272930493,0,0,0,1.0,1.0
272960554,0,0,0,0.5,1.0
273001662,0,0,0,-0.13,-1.0
273012302,0,0,0,1.0,1.0
273019093,0,0,0,-0.13,-1.0
273127067,0,0,0,1.0,1.0
273135069,0,0,0,-0.48,1.0
273160012,0,0,0,-0.51,1.0
273213417,0,0,0,-1.0,-1.0
273224023,0,0,0,0.98,1.0
273224636,0,0,0,0.86,1.0
273274954,0,0,0,-0.13,1.0
273277702,0,0,0,1.0,1.0
273282827,0,0,0,-0.49,1.0
273283446,0,0,0,-0.13,-1.0
273360620,0,0,0,0.13,1.0
273442424,0,0,0,1.0,1.0
273507716,0,0,0,1.0,1.0
273617410,0,0,0,-0.13,-1.0
273663902,0,0,0,-0.97,-1.0
273700174,0,0,0,-0.13,1.0
274016052,0,0,0,0.0,-1.0
274020155,0,0,0,-0.13,-1.0
274051914,0,0,0,1.0,1.0
274072154,0,0,0,1.0,1.0
274099960,0,0,0,-0.5,-1.0
274197691,0,0,0,1.0,1.0
274211519,0,0,0,0.96,1.0
274241800,0,0,0,-0.5,1.0
274292250,0,0,0,1.0,1.0
274344489,0,0,0,-0.13,1.0
274403330,0,0,0,0.13,1.0
274411110,0,0,0,1.0,1.0
274574183,0,0,0,-0.13,-1.0
274654601,0,0,0,-1.0,-1.0
274669661,0,0,0,-0.13,-1.0
274733772,0,0,0,0.5,-1.0
274744813,0,0,0,0.97,1.0
274753676,0,0,0,1.0,1.0
274895664,0,0,0,-1.0,-1.0
274989051,0,0,0,1.0,1.0
274995289,0,0,0,1.0,1.0
274997172,0,0,0,-0.99,-1.0
275052430,0,0,0,1.0,1.0
275183986,0,0,0,-0.13,1.0
275186558,0,0,0,1.0,1.0
275211755,0,0,0,-0.38,1.0
275286979,0,0,0,1.0,1.0
275337675,0,0,0,-0.13,1.0
275347206,0,0,0,1.0,1.0
275480278,0,0,0,0.13,1.0
275481288,0,0,0,1.0,1.0
275513643,0,0,0,-0.89,-1.0
275532063,0,0,0,0.13,-1.0
275568932,0,0,0,-0.75,-1.0
275594552,0,0,0,-0.13,-1.0
275627409,0,0,0,1.0,1.0
275682807,0,0,0,0.5,1.0
275713262,0,0,0,0.0,1.0
275778417,0,0,0,0.13,1.0
275803937,0,0,0,1.0,1.0
275876998,0,0,0,0.0,1.0
275885832,0,0,0,-0.13,1.0
275942624,0,0,0,-1.0,-1.0
276026489,0,0,0,-1.0,1.0
276087258,0,0,0,0.13,1.0
276099660,0,0,0,-0.13,-1.0
276147115,0,0,0,-0.13,1.0
276160315,1,0,0,-0.99,-1.0
276163523,0,0,0,0.5,1.0
276281252,0,0,0,-0.65,1.0
276455297,0,0,0,-0.13,-1.0
276475617,0,0,0,1.0,1.0
276535571,0,0,0,1.0,1.0
276680787,0,0,0,0.13,-1.0
276734934,0,0,0,-0.13,1.0
276766411,0,0,0,-1.0,1.0
276774929,0,0,0,0.0,1.0
276806719,0,0,1,0.5,-1.0
276816175,0,0,0,1.0,1.0
276828897,0,0,0,-0.94,-1.0
276894346,0,0,0,1.0,1.0
276973105,0,0,0,-1.0,-1.0
276998330,0,0,0,-0.58,-1.0
277098453,0,0,0,1.0,1.0
277195723,0,0,0,0.13,1.0
277202345,0,0,0,-0.24,-1.0
277220890,0,0,0,1.0,1.0
277254715,0,0,0,-0.13,1.0
277277156,0,0,0,1.0,1.0
277290767,0,0,0,1.0,1.0
277301571,0,0,0,1.0,1.0
277445490,0,0,0,-0.13,-1.0
277453505,0,0,0,-0.13,-1.0
277475162,0,0,0,-0.98,1.0
277482326,0,0,0,-0.13,-1.0
277535018,0,0,0,-0.13,-1.0
277537906,0,0,0,-0.7,-1.0
277567035,0,0,0,0.99,1.0
277585904,0,0,0,-0.88,-1.0
277594391,0,0,0,1.0,1.0
277613985,0,0,0,0.13,1.0
277631971,0,0,0,-0.13,1.0
277635986,0,0,0,1.0,1.0
277659141,0,0,0,1.0,1.0
277729298,0,0,0,0.13,-1.0
277758617,0,0,0,-0.13,-1.0
277810773,0,0,0,0.5,1.0
277831980,0,0,0,-0.13,-1.0
277847029,0,0,0,-0.5,-1.0
277876334,0,0,0,0.39,1.0
277895143,0,0,0,0.5,1.0
277919121,0,0,0,0.42,1.0
277968584,0,0,0,-0.5,-1.0
277997999,0,0,0,-0.13,-1.0
278051797,0,0,0,1.0,1.0
278156710,0,0,0,-0.13,1.0
278288953,0,0,0,0.48,1.0
278305029,0,0,0,0.5,1.0
278322998,0,0,0,-0.13,1.0
278359675,0,0,0,0.28,1.0
278440001,0,0,0,0.5,1.0
278595498,0,1,0,1.0,1.0
278637162,0,0,0,-0.13,-1.0
278644202,0,0,0,-0.96,-1.0
278657871,0,0,0,0.99,1.0
278673138,0,0,0,0.13,1.0
278727862,0,0,0,-0.13,-1.0
278760437,0,0,0,-0.13,1.0
278787138,0,0,0,0.5,-1.0
278868625,0,0,0,0.5,1.0
278912474,0,0,0,0.99,1.0
278934239,0,0,0,-0.98,-1.0
278956002,0,0,0,0.56,1.0
279004687,0,0,0,0.19,-1.0
279055350,0,0,0,-0.99,-1.0
279107578,0,0,0,-0.71,1.0
279110749,0,0,0,0.93,1.0
279112873,0,0,0,1.0,1.0
279159919,0,0,0,,-1.0
279193812,0,0,0,-0.84,-1.0
279244444,0,0,0,-0.13,-1.0
279579779,0,0,0,1.0,1.0
279624589,0,0,0,0.13,-1.0
279638916,0,0,0,-1.0,-1.0
279655036,0,0,0,0.4,1.0
279758746,0,0,0,0.45,1.0
279803834,0,0,0,-0.13,-1.0
279804856,0,0,0,-0.5,-1.0
279905041,0,0,0,1.0,1.0
279998452,0,0,0,,-1.0
280015852,0,0,0,-1.0,-1.0
280053836,0,0,0,0.9,1.0
280063458,0,0,0,1.0,1.0
280068018,0,0,0,0.13,1.0
280103550,0,0,0,-0.99,1.0
280122974,0,0,0,-0.36,-1.0
280166132,0,0,0,-0.83,-1.0
280247646,0,0,0,,-1.0
280271877,0,0,0,-1.0,-1.0
280311492,0,0,0,-1.0,-1.0
280552130,0,0,0,1.0,1.0
280573884,0,0,0,-1.0,-1.0
280584478,0,0,0,1.0,1.0
280613042,0,0,0,0.49,1.0
280659916,0,0,0,0.13,1.0
280685896,0,0,0,-0.13,1.0
280712716,0,0,0,0.5,1.0
280741054,0,0,0,0.34,1.0
280750124,0,0,0,0.13,1.0
280757539,0,0,0,0.13,1.0
280811342,0,0,0,-0.72,1.0
280818340,0,0,0,0.13,-1.0
280836357,0,0,0,-1.0,-1.0
280863941,0,0,0,0.99,1.0
280868761,0,0,0,1.0,1.0
280897703,0,0,0,0.68,1.0
280904470,0,0,0,0.13,1.0
280943877,0,0,0,0.13,-1.0
280945496,0,0,0,-0.99,1.0
280963152,0,0,0,0.44,-1.0
280968933,0,0,0,-0.94,1.0
280976269,0,0,0,-0.99,1.0
280999611,0,0,0,0.09,-1.0
281021618,0,0,0,-0.5,-1.0
281134467,0,0,0,-0.59,1.0
281145067,0,0,0,0.5,1.0
281147095,0,0,0,1.0,1.0
281190484,0,0,0,-0.9,-1.0
281252669,0,0,0,1.0,1.0
281271808,0,0,0,0.28,-1.0
281305938,0,0,0,1.0,1.0
281327906,0,0,0,-0.34,-1.0
281367314,0,0,0,0.0,1.0
281507986,0,0,0,-0.71,-1.0
281521400,0,0,0,1.0,1.0
281538024,0,0,0,1.0,1.0
281573554,0,0,0,0.13,1.0
281611269,0,0,0,1.0,1.0
281633852,0,0,0,0.13,1.0
281660436,0,0,0,-0.13,-1.0
281727210,0,0,0,-0.13,-1.0
281746038,0,0,0,-0.13,-1.0
281785571,0,0,0,0.99,1.0
281804246,0,0,0,-0.13,-1.0
281821243,0,0,0,-1.0,1.0
281822429,0,0,0,-0.99,-1.0
281999023,0,0,0,1.0,1.0
282134720,0,0,0,0.5,-1.0
282143876,0,0,0,0.0,-1.0
282148782,0,0,0,1.0,1.0
282168879,0,0,0,0.13,1.0
282206920,0,0,0,1.0,1.0
282218461,0,0,0,-0.2,1.0
282316167,0,0,0,-1.0,-1.0
282349669,0,0,0,-0.71,-1.0
282367447,0,0,0,0.13,-1.0
282373039,0,0,0,1.0,1.0
282401346,0,0,0,1.0,-1.0
282520828,0,0,0,0.0,-1.0
282623435,0,0,0,-1.0,1.0
282703051,0,0,0,1.0,1.0
282722958,0,0,0,0.99,1.0
282768418,0,0,0,0.71,1.0
282777299,0,0,0,-0.99,-1.0
282778723,0,0,0,-0.46,1.0
282783847,0,0,0,-0.33,-1.0
282786533,0,0,0,-1.0,1.0
282817078,0,0,0,1.0,1.0
282844421,0,0,0,0.97,1.0
282848877,0,0,0,,1.0
282864565,0,0,0,-0.97,-1.0
282867079,0,0,0,-0.38,1.0
282884378,0,0,0,-0.13,1.0
282910101,0,0,0,-0.48,1.0
282914333,0,0,0,0.28,1.0
282961770,0,0,0,1.0,1.0
282992981,0,0,0,-0.5,1.0
283001687,0,0,0,-0.9,-1.0
283056236,0,0,0,-0.13,-1.0
283096581,0,0,0,-0.5,-1.0
283125549,0,0,0,0.5,-1.0
283133386,0,0,0,-0.61,-1.0
283137156,0,0,0,-0.98,-1.0
283202126,0,0,0,1.0,1.0
283236616,0,0,0,0.13,1.0
283256992,0,0,0,-0.13,-1.0
283278054,0,0,0,0.13,1.0
283288894,0,0,0,1.0,1.0
283438397,0,0,0,-1.0,-1.0
283459803,0,0,0,0.0,1.0
283541392,0,0,0,-0.13,1.0
283631975,0,0,0,1.0,1.0
283711312,0,0,0,-0.58,-1.0
283776286,0,0,0,0.19,1.0
283776413,0,0,0,,-1.0
283816432,0,0,0,1.0,1.0
283873650,0,0,0,,-1.0
283941522,0,0,0,-0.13,1.0
283999803,0,0,0,0.95,1.0
284004978,0,0,0,1.0,1.0
284025379,0,0,0,-0.13,1.0
284056618,0,0,0,0.92,1.0
284103945,0,0,0,0.5,-1.0
284134796,0,0,0,-0.4,1.0
284161620,0,0,0,1.0,1.0
284235616,0,0,0,0.5,1.0
284237983,0,0,0,1.0,1.0
284310871,0,0,0,0.13,1.0
284439961,0,0,0,-0.5,1.0
284469326,0,0,0,-0.13,1.0
284530910,0,0,0,1.0,1.0
284659219,0,0,0,0.95,1.0
284667396,0,0,0,0.39,1.0
284708332,0,0,0,-1.0,-1.0
284723265,0,0,0,-0.99,-1.0
284798618,0,0,0,-1.0,-1.0
284845446,0,0,0,0.34,1.0
284876258,0,0,0,1.0,1.0
284884427,0,0,0,,1.0
284906077,0,0,0,0.13,1.0
284934951,0,0,0,0.45,1.0
284984112,0,0,0,0.51,1.0
284996339,0,0,0,1.0,1.0
285014599,0,0,0,-0.22,-1.0
285080971,0,0,0,0.99,1.0
285100342,0,0,0,-1.0,-1.0
285104616,0,0,0,-0.71,-1.0
285113201,0,0,0,1.0,1.0
285216066,0,0,0,0.0,1.0
285233109,0,0,0,1.0,1.0
285272953,0,0,0,0.33,1.0
285339270,0,0,0,0.49,1.0
285360324,0,0,0,-0.13,-1.0
285367546,0,0,0,0.99,1.0
285402052,0,0,0,-1.0,-1.0
285416875,0,0,0,1.0,1.0
285461244,0,0,0,,-1.0
285488531,0,0,0,0.13,1.0
285512369,0,0,0,-0.56,-1.0
285518331,0,0,0,1.0,1.0
285526045,0,0,0,1.0,1.0
285547642,0,0,0,1.0,1.0
285676393,0,0,0,1.0,1.0
285737481,0,0,0,1.0,1.0
285777670,0,0,0,1.0,1.0
285826830,0,0,0,-0.13,-1.0
285877814,0,0,0,1.0,-1.0
285937091,0,0,0,-0.75,1.0
285965439,0,0,0,1.0,1.0
286003986,0,0,0,0.0,-1.0
286010377,0,0,0,0.37,1.0
286140497,0,0,0,1.0,1.0
286172908,0,0,0,-1.0,-1.0
286187668,0,0,0,-0.46,-1.0
286297902,0,0,0,-0.13,1.0
286305068,0,0,0,1.0,1.0
286315220,0,0,0,-0.13,-1.0
286416404,0,0,0,-1.0,1.0
286450883,0,0,0,-0.49,-1.0
286481476,0,0,0,-0.13,1.0
286533819,0,0,0,-0.49,-1.0
286539191,0,0,0,-1.0,-1.0
286589834,0,0,0,-1.0,-1.0
286632202,0,0,0,-1.0,1.0
286764370,0,0,0,-0.5,1.0
286835395,0,0,0,0.67,1.0
286989337,0,0,0,1.0,1.0
287012392,0,0,0,-1.0,-1.0
287064565,0,0,0,0.75,1.0
287157664,0,0,0,0.47,1.0
287171979,0,0,0,-0.41,-1.0
287194106,0,0,0,0.49,1.0
287197537,0,0,0,0.13,1.0
287213619,0,0,0,0.31,1.0
287264740,0,0,0,0.5,-1.0
287476105,0,0,0,0.13,1.0
287496090,0,0,0,-0.13,1.0
287606117,0,0,0,0.1,1.0
287631420,0,0,0,0.13,1.0
287662702,0,0,0,-1.0,-1.0
287686862,0,0,0,-0.68,-1.0
287720499,0,0,0,0.0,-1.0
287790775,0,0,0,1.0,1.0
287909889,0,0,0,1.0,-1.0
287944685,0,0,0,-0.13,1.0
287977114,0,0,0,0.13,1.0
287991041,0,0,0,-1.0,1.0
288030742,0,0,0,-0.11,-1.0
288044284,0,0,0,-0.99,-1.0
288241585,0,0,0,1.0,1.0
288252756,0,0,0,-0.13,1.0
288303297,0,0,0,-0.13,1.0
288345231,0,0,0,-1.0,-1.0
288358471,0,0,0,0.96,1.0
288385672,0,0,0,0.13,-1.0
288459409,0,0,0,0.13,1.0
288478133,0,0,0,-0.13,1.0
288483531,0,0,0,-0.13,1.0
288494181,0,0,0,1.0,1.0
288500050,0,0,0,-0.13,1.0
288521514,0,0,0,1.0,1.0
288540199,0,0,0,0.13,1.0
288582973,0,0,0,1.0,1.0
288598540,0,0,0,0.13,-1.0
288607965,0,0,0,1.0,1.0
288627290,0,0,0,1.0,1.0
288643354,0,0,0,-1.0,-1.0
288676810,0,0,0,-0.13,1.0
288694653,0,0,0,1.0,1.0
288745447,0,0,0,1.0,1.0
288841502,0,0,0,1.0,1.0
288856769,0,0,0,0.99,1.0
288874214,0,0,0,-0.96,-1.0
288900222,0,0,0,0.5,1.0
289024022,0,0,0,-0.31,1.0
289068640,0,0,0,0.13,1.0
289087676,0,0,0,1.0,1.0
289123915,0,0,0,0.5,1.0
289196334,0,0,0,-0.13,1.0
289218470,0,0,0,-0.13,1.0
289221136,0,0,0,1.0,1.0
289250327,0,0,0,-0.13,1.0
289304040,0,0,0,0.46,1.0
289314910,0,0,0,-0.99,-1.0
289329753,0,1,0,1.0,1.0
289402150,0,0,0,-1.0,-1.0
289460499,0,0,0,0.5,1.0
289493599,0,0,0,0.5,-1.0
289505049,0,0,0,0.0,1.0
289534662,0,0,0,-0.94,-1.0
289568836,0,0,0,-0.5,-1.0
289579015,0,0,0,-0.13,1.0
289636458,0,0,0,0.0,1.0
289637755,0,1,0,-0.13,1.0
289647433,0,0,0,0.43,1.0
289655028,0,0,0,-1.0,-1.0
289661091,0,0,0,0.5,1.0
289672557,0,0,0,1.0,1.0
289709801,0,0,0,-0.65,-1.0
289729317,0,0,0,1.0,1.0
289801712,0,0,0,0.13,1.0
289889396,0,0,0,0.5,-1.0
289938193,0,0,0,-0.13,1.0
290148250,0,0,0,-0.5,1.0
290210564,0,0,0,-0.13,-1.0
290253368,0,0,0,0.0,1.0
290359287,0,0,0,-0.13,-1.0
290402399,0,0,0,0.99,1.0
290421293,0,0,0,-1.0,-1.0
290469201,0,0,0,0.5,-1.0
290631625,0,0,0,1.0,1.0
290661476,0,0,0,0.3,-1.0
290688265,0,0,0,0.14,1.0
290723076,0,0,0,-1.0,-1.0
290750263,0,0,0,-1.0,-1.0
290754668,0,0,0,-0.5,-1.0
290785315,0,0,0,0.0,1.0
290792327,0,0,0,0.13,1.0
290835142,0,0,0,-0.98,-1.0
290864623,0,0,0,0.99,1.0
290907736,0,0,0,0.5,-1.0
290916428,0,0,0,-0.57,-1.0
290919657,0,0,0,-1.0,-1.0
290965001,0,0,0,-0.35,1.0
291083850,0,0,0,0.13,-1.0
291199851,0,0,0,-1.0,1.0
291240474,0,0,0,-0.97,-1.0
291257671,0,0,0,0.97,1.0
291361129,0,0,0,-0.13,-1.0
291369376,0,0,0,1.0,1.0
291417522,0,0,0,1.0,1.0
291433649,0,0,0,1.0,1.0
291479786,0,0,0,-0.13,-1.0
291518748,0,0,0,1.0,1.0
291585414,0,0,0,1.0,1.0
291707194,0,0,0,1.0,1.0
291717068,0,0,0,-1.0,-1.0
291733113,0,0,0,0.13,1.0
291753589,0,0,0,0.99,1.0
291769999,0,0,0,1.0,1.0
291792442,0,0,0,1.0,1.0
291805873,0,0,0,0.13,1.0
291895019,0,0,0,1.0,1.0
291970105,0,0,0,-0.38,1.0
291978126,0,0,0,0.13,1.0
292004503,0,0,0,0.13,1.0
292005019,0,0,0,-0.13,-1.0
292026265,0,0,0,0.13,1.0
292074926,0,0,0,-0.98,-1.0
292123040,0,0,0,-0.13,1.0
292189780,0,0,0,-0.13,-1.0
292341911,0,0,0,1.0,1.0
292407232,0,0,0,-0.99,-1.0
292530817,0,1,0,0.99,1.0
292570896,0,0,0,0.0,-1.0
292628845,0,0,0,,1.0
292666261,0,0,0,-0.97,1.0
292722352,0,0,0,-0.53,-1.0
292819455,0,0,0,-0.71,-1.0
292842840,0,0,0,0.5,1.0
292879969,0,0,0,-1.0,-1.0
292970657,0,0,0,0.0,1.0
292994461,0,0,0,0.0,-1.0
293119124,0,0,0,0.0,1.0
293147720,0,0,0,0.99,1.0
293152155,0,0,0,0.13,1.0
293182525,0,0,0,1.0,1.0
293285828,0,0,0,0.86,1.0
293288255,0,0,0,-0.13,1.0
293328917,0,0,0,1.0,1.0
293464495,0,0,0,-1.0,-1.0
293488863,0,0,0,0.13,1.0
293503730,0,0,0,-1.0,-1.0
293550542,0,0,0,-1.0,-1.0
293554253,0,0,0,-0.99,-1.0
293581103,0,0,0,-1.0,-1.0
293667832,0,0,0,-0.97,-1.0
293703569,0,0,0,-0.99,-1.0
293722249,0,0,0,-0.13,1.0
293742610,0,0,0,0.6,1.0
294118501,0,0,0,-0.96,-1.0
294131309,0,0,0,-0.96,-1.0
294386483,0,0,0,-0.95,-1.0
294397930,0,0,0,-0.95,-1.0
294406626,0,0,0,-0.13,1.0
294419149,0,0,0,-0.98,-1.0
294464464,0,0,0,0.13,-1.0
294519151,0,0,0,0.0,1.0
294537526,0,0,0,0.0,1.0
294574999,0,0,0,1.0,1.0
294576299,0,0,0,0.99,1.0
294807808,0,0,0,0.13,1.0
294909513,0,0,0,0.99,-1.0
294937104,0,0,0,0.5,1.0
294956908,0,0,0,0.0,1.0
295093023,0,0,0,-1.0,-1.0
295109558,0,0,0,1.0,1.0
295110039,0,0,0,1.0,1.0
295112033,0,0,0,-0.13,1.0
295191110,0,0,0,0.5,1.0
295253187,0,0,0,1.0,1.0
295302180,0,0,0,0.46,1.0
295352430,0,0,0,0.36,1.0
295358102,0,0,0,0.43,1.0
295364498,0,0,0,-1.0,1.0
295385599,0,0,0,-0.99,-1.0
295391406,0,0,0,0.13,1.0
295416163,0,0,0,-0.98,1.0
295461023,0,0,0,-1.0,1.0
295491471,0,0,0,-0.13,-1.0
295507908,0,0,0,-0.13,1.0
295633270,0,0,0,-1.0,1.0
295647699,0,0,0,0.13,1.0
295671577,0,0,0,-1.0,1.0
295683354,0,0,0,1.0,1.0
295777304,0,0,0,1.0,1.0
295840415,0,0,0,-1.0,-1.0
295885499,0,0,0,0.13,1.0
295989617,0,0,0,-0.13,-1.0
296016159,0,0,0,0.13,1.0
296075780,0,0,0,-0.13,-1.0
296261877,0,0,0,1.0,1.0
296329926,0,0,0,-0.88,-1.0
296334430,0,0,0,1.0,1.0
296339145,0,0,0,1.0,1.0
296359116,0,0,0,1.0,1.0
296363808,0,0,0,1.0,1.0
296474520,0,0,0,0.71,1.0
296556353,0,0,0,1.0,1.0
296615362,0,0,0,-1.0,1.0
296632808,0,0,0,-0.99,-1.0
296701365,0,0,0,-0.37,1.0
296705654,0,0,0,1.0,1.0
296747137,0,0,0,-0.13,1.0
297017443,0,0,0,-0.13,-1.0
297046837,0,0,0,-0.99,-1.0
297058573,0,0,0,-1.0,-1.0
297096147,0,0,0,-0.98,-1.0
297171466,0,0,0,0.13,1.0
297182350,0,0,0,0.0,1.0
